,Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
355193,1497.0,745.0,155.0,WN,FLL,BWI,4,1
355195,2187.0,955.0,160.0,WN,PHL,STL,2,1
355197,996.0,1165.0,60.0,WN,SAT,DAL,4,1
355204,2356.0,1160.0,75.0,WN,OAK,LAX,2,1
355216,437.0,705.0,265.0,WN,MDW,RNO,2,1
355229,3009.0,520.0,70.0,WN,MDW,CMH,6,1
355231,40.0,1045.0,90.0,WN,DAL,MCI,1,1
355234,1509.0,1070.0,160.0,WN,MCI,MCO,5,1
355235,1421.0,1080.0,170.0,WN,SEA,PHX,3,1
355236,28.0,1095.0,75.0,WN,MDW,CLE,7,1
355237,3584.0,1185.0,185.0,WN,LAS,STL,7,1
355238,2623.0,545.0,80.0,WN,BWI,CMH,5,1
355239,467.0,685.0,230.0,WN,MCI,LAX,4,1
355244,1942.0,980.0,185.0,WN,PHX,MSP,6,1
355251,941.0,850.0,75.0,WN,BWI,CLE,4,1
355256,774.0,480.0,160.0,WN,SAN,AUS,2,1
355257,1611.0,490.0,130.0,WN,MCO,BWI,1,1
355258,245.0,440.0,320.0,WN,BWI,PHX,5,1
355262,2349.0,530.0,300.0,WN,MDW,OAK,4,1
355264,413.0,775.0,230.0,WN,LAX,BNA,7,1
355266,997.0,845.0,90.0,WN,LAS,OAK,2,1
355269,3567.0,875.0,75.0,WN,BWI,CLE,5,1
355272,903.0,1135.0,180.0,WN,MDW,FLL,3,1
355274,530.0,750.0,140.0,WN,DEN,MDW,3,1
355277,2871.0,990.0,55.0,WN,SAT,DAL,2,1
355280,2471.0,375.0,90.0,WN,SLC,LAS,4,1
355287,1458.0,1120.0,50.0,WN,SAT,HOU,7,1
355293,1642.0,495.0,105.0,WN,ELP,HOU,4,1
355297,1655.0,570.0,130.0,WN,MDW,LGA,1,1
355300,2993.0,780.0,120.0,WN,MKE,BWI,5,1
355303,760.0,845.0,110.0,WN,LAX,ELP,1,1
355311,973.0,400.0,145.0,WN,SJC,DEN,7,1
355315,593.0,1180.0,70.0,WN,ISP,BWI,7,1
355330,767.0,720.0,65.0,WN,LIT,DAL,1,1
355332,1863.0,1065.0,150.0,WN,MCO,PHL,5,1
355334,3504.0,770.0,145.0,WN,AUS,MCO,2,1
355341,979.0,530.0,45.0,WN,HOU,AUS,3,1
355343,1793.0,1065.0,130.0,WN,DEN,SAT,5,1
355357,1754.0,870.0,85.0,WN,SMF,SNA,1,1
355359,1307.0,595.0,235.0,WN,SNA,MDW,4,1
355362,281.0,685.0,80.0,WN,PIT,PHL,4,1
355371,5.0,570.0,120.0,WN,HOU,TPA,5,1
355372,2903.0,885.0,80.0,WN,DAL,MSY,3,1
355382,310.0,1030.0,80.0,WN,JAN,HOU,3,1
355385,189.0,910.0,115.0,WN,DEN,PHX,4,1
355389,3320.0,685.0,200.0,WN,LAS,MSY,7,1
355394,1265.0,515.0,135.0,WN,MDW,BOS,2,1
355397,277.0,500.0,85.0,WN,RNO,SAN,4,1
355405,1657.0,540.0,60.0,WN,SAT,DAL,1,1
355406,1793.0,720.0,70.0,WN,PHX,LAS,6,1
355408,317.0,725.0,70.0,WN,LAS,PHX,1,1
355413,1675.0,910.0,60.0,WN,TUS,ABQ,7,1
355423,132.0,360.0,95.0,WN,MCI,DAL,3,1
355425,1686.0,1160.0,85.0,WN,TPA,BHM,3,1
355430,1578.0,1200.0,100.0,WN,PDX,OAK,2,1
355432,1052.0,985.0,160.0,WN,LAS,OMA,3,1
355433,422.0,620.0,165.0,WN,BWI,RSW,4,1
355436,1100.0,1295.0,70.0,WN,LAS,TUS,2,1
355437,1570.0,470.0,340.0,WN,FLL,LAS,5,1
355438,1714.0,1110.0,90.0,WN,CMH,STL,4,1
355439,1709.0,655.0,75.0,WN,CLE,MDW,4,1
355442,337.0,920.0,200.0,WN,ABQ,MCO,1,1
355443,968.0,1240.0,70.0,WN,SMF,BUR,4,1
355445,45.0,1140.0,170.0,WN,HOU,BWI,5,1
355446,1557.0,645.0,175.0,WN,HOU,PHX,4,1
355448,432.0,830.0,215.0,WN,LAS,IND,2,1
355458,856.0,1100.0,85.0,WN,SFO,SAN,7,1
355462,24.0,915.0,55.0,WN,BHM,BNA,3,1
355463,115.0,1040.0,115.0,WN,SLC,GEG,5,1
355465,2359.0,780.0,80.0,WN,BWI,CMH,3,1
355468,500.0,530.0,180.0,WN,SAN,HOU,1,1
355470,1089.0,380.0,95.0,WN,SLC,DEN,3,1
355471,2102.0,760.0,290.0,WN,PHX,PVD,2,1
355472,220.0,380.0,115.0,WN,BHM,HOU,4,1
355479,3511.0,885.0,110.0,WN,LAX,SLC,2,1
355483,3010.0,960.0,75.0,WN,LAX,OAK,5,1
355492,1296.0,620.0,210.0,WN,HOU,SAN,3,1
355493,121.0,510.0,130.0,WN,BWI,JAX,4,1
355496,2980.0,660.0,235.0,WN,PHX,RDU,7,1
355498,933.0,620.0,220.0,WN,BWI,HOU,2,1
355499,3337.0,540.0,105.0,WN,SJC,PDX,4,1
355500,2984.0,835.0,80.0,WN,MDW,PIT,4,1
355502,3511.0,1080.0,135.0,WN,SLC,SEA,1,1
355504,47.0,1080.0,65.0,WN,DAL,HOU,3,1
355506,1480.0,450.0,70.0,WN,AUS,LBB,7,1
355509,2097.0,1195.0,140.0,WN,SAN,DEN,1,1
355510,894.0,525.0,85.0,WN,MSY,TPA,2,1
355512,2987.0,1145.0,260.0,WN,BNA,LAS,4,1
355515,1048.0,765.0,85.0,WN,MSY,DAL,4,1
355521,493.0,455.0,90.0,WN,ELP,DAL,6,1
355525,859.0,855.0,95.0,WN,LAS,SFO,3,1
355528,3848.0,570.0,170.0,WN,MDW,HOU,2,1
355537,237.0,735.0,190.0,WN,PVD,MCO,7,1
355538,960.0,1145.0,240.0,WN,MDW,TUS,7,1
355539,515.0,835.0,55.0,WN,LAS,ONT,3,1
355543,3421.0,550.0,80.0,WN,BWI,CMH,5,1
355548,828.0,915.0,185.0,WN,MCO,MCI,6,1
355550,1620.0,645.0,75.0,WN,PHX,SAN,6,1
355555,1381.0,945.0,95.0,WN,MCI,DAL,4,1
355561,998.0,1185.0,65.0,WN,BWI,RDU,2,1
355566,1392.0,540.0,125.0,WN,PDX,LAS,5,1
355569,146.0,795.0,85.0,WN,OAK,LAS,3,1
355575,1326.0,380.0,250.0,WN,MDW,LAS,1,1
355576,2118.0,1040.0,115.0,WN,ABQ,SAN,3,1
355577,302.0,1065.0,75.0,WN,BUR,SMF,2,1
355582,1015.0,715.0,70.0,WN,BWI,PVD,2,1
355583,248.0,485.0,75.0,WN,DAL,MAF,2,1
355592,47.0,1080.0,65.0,WN,DAL,HOU,2,1
355593,178.0,395.0,80.0,WN,BWI,BOS,5,1
355596,822.0,1045.0,125.0,WN,BWI,MDW,4,1
355599,307.0,975.0,75.0,WN,SFO,LAX,5,1
355603,516.0,425.0,75.0,WN,ELP,PHX,4,1
355605,1943.0,1230.0,115.0,WN,DEN,TUS,4,1
355606,1275.0,1115.0,125.0,WN,OAK,SEA,4,1
355609,940.0,635.0,85.0,WN,MDW,OMA,3,1
355613,282.0,890.0,75.0,WN,SFO,LAX,4,1
355614,1217.0,1100.0,130.0,WN,TPA,BWI,1,1
355622,1747.0,875.0,65.0,WN,MDW,DTW,5,1
355623,1593.0,1200.0,50.0,WN,TPA,PBI,3,1
355626,2871.0,1070.0,115.0,WN,DAL,ABQ,4,1
355628,527.0,645.0,60.0,WN,FLL,TPA,3,1
355630,3401.0,665.0,130.0,WN,DEN,SAT,4,1
355633,1268.0,545.0,125.0,WN,BWI,MKE,5,1
355635,3094.0,870.0,95.0,WN,SFO,LAS,6,1
355638,955.0,990.0,80.0,WN,LAX,SMF,2,1
355639,2176.0,1215.0,60.0,WN,LAS,BUR,7,1
355640,489.0,950.0,55.0,WN,MCO,FLL,1,1
355643,3311.0,1190.0,70.0,WN,RNO,LAS,3,1
355646,2352.0,1110.0,155.0,WN,MCI,TPA,3,1
355647,1416.0,505.0,85.0,WN,OAK,SAN,6,1
355650,166.0,715.0,85.0,WN,PHX,LAX,1,1
355652,2449.0,1245.0,75.0,WN,BWI,PVD,4,1
355660,1444.0,665.0,80.0,WN,CLE,MDW,6,1
355664,597.0,625.0,135.0,WN,LAX,DEN,4,1
355667,2734.0,480.0,80.0,WN,LAX,SMF,7,1
355671,24.0,960.0,95.0,WN,SAN,SMF,5,1
355673,2055.0,945.0,160.0,WN,PHX,LIT,6,1
355679,59.0,1260.0,60.0,WN,DAL,HOU,3,1
355683,759.0,855.0,120.0,WN,BHM,DAL,4,1
355687,2803.0,885.0,75.0,WN,RNO,LAS,4,1
355691,938.0,990.0,80.0,WN,PHX,LAX,2,1
355696,973.0,400.0,145.0,WN,SJC,DEN,4,1
355700,1049.0,1185.0,65.0,WN,LAS,SNA,5,1
355705,862.0,950.0,145.0,WN,MCO,ISP,3,1
355707,558.0,690.0,75.0,WN,LAS,TUS,2,1
355709,1930.0,885.0,70.0,WN,SMF,BUR,2,1
355712,125.0,1005.0,135.0,WN,CMH,MCO,6,1
355715,44.0,1105.0,85.0,WN,DAL,MCI,7,1
355716,1010.0,420.0,175.0,WN,PHX,STL,1,1
355717,2124.0,510.0,120.0,WN,ABQ,HOU,5,1
355719,1419.0,1115.0,65.0,WN,LAS,PHX,3,1
355722,2620.0,1000.0,110.0,WN,SJC,PHX,3,1
355728,335.0,1230.0,135.0,WN,MDW,PVD,1,1
355733,541.0,530.0,300.0,WN,MDW,OAK,5,1
355743,419.0,890.0,185.0,WN,AUS,LAS,4,1
355752,1589.0,750.0,175.0,WN,BWI,MCI,2,1
355753,1007.0,1270.0,160.0,WN,PHL,MDW,2,1
355755,2292.0,705.0,135.0,WN,CMH,TPA,5,1
355757,671.0,965.0,165.0,WN,MDW,DEN,7,1
355758,757.0,960.0,90.0,WN,SMF,PDX,4,1
355760,300.0,745.0,115.0,WN,LAS,DEN,2,1
355762,2807.0,630.0,60.0,WN,ONT,LAS,4,1
355772,1360.0,600.0,50.0,WN,DAL,AUS,6,1
355776,228.0,705.0,275.0,WN,MDW,SAN,7,1
355777,1324.0,1115.0,155.0,WN,MDW,TPA,7,1
355778,806.0,395.0,105.0,WN,OAK,PDX,2,1
355779,1982.0,695.0,55.0,WN,OKC,DAL,2,1
355784,1615.0,785.0,215.0,WN,LAS,MDW,2,1
355787,1168.0,1195.0,85.0,WN,LAS,OAK,6,1
355788,1305.0,940.0,125.0,WN,OAK,SEA,5,1
355793,591.0,1115.0,120.0,WN,DEN,LAS,3,1
355794,2238.0,880.0,70.0,WN,SJC,ONT,6,1
355796,2267.0,925.0,205.0,WN,PHX,MDW,5,1
355800,936.0,1055.0,130.0,WN,BWI,BHM,5,1
355802,1766.0,920.0,90.0,WN,PIT,PHL,4,1
355803,3134.0,635.0,70.0,WN,OAK,ONT,4,1
355804,2227.0,585.0,65.0,WN,AMA,DAL,7,1
355807,703.0,545.0,160.0,WN,DEN,SMF,1,1
355813,3504.0,770.0,145.0,WN,AUS,MCO,7,1
355817,858.0,1255.0,250.0,WN,MDW,LAS,4,1
355826,3153.0,630.0,115.0,WN,PHX,RNO,2,1
355829,119.0,1135.0,145.0,WN,HOU,MDW,4,1
355832,2307.0,840.0,90.0,WN,LAS,SMF,5,1
355836,3508.0,1165.0,125.0,WN,PHX,AUS,7,1
355840,400.0,1240.0,90.0,WN,MDW,OMA,4,1
355842,222.0,1225.0,70.0,WN,SAN,PHX,5,1
355844,167.0,715.0,125.0,WN,LAS,AMA,1,1
355849,2786.0,635.0,70.0,WN,OAK,ONT,7,1
355850,3331.0,1285.0,95.0,WN,LAS,SFO,3,1
355852,3077.0,1240.0,245.0,WN,MDW,LAS,1,1
355853,3332.0,645.0,85.0,WN,OAK,SAN,5,1
355858,851.0,545.0,55.0,WN,RNO,OAK,3,1
355860,198.0,635.0,115.0,WN,HOU,TPA,2,1
355867,1116.0,810.0,355.0,WN,BDL,LAS,7,1
355872,2472.0,1150.0,55.0,WN,TPA,PBI,6,1
355875,831.0,1160.0,65.0,WN,LAS,SNA,4,1
355876,747.0,740.0,135.0,WN,CMH,TPA,2,1
355877,704.0,645.0,60.0,WN,BOI,SLC,1,1
355878,1088.0,1210.0,60.0,WN,SJC,BUR,7,1
355897,1081.0,1015.0,75.0,WN,PHL,PIT,4,1
355899,2579.0,980.0,65.0,WN,LAS,SNA,6,1
355905,160.0,835.0,75.0,WN,SMF,ONT,4,1
355909,3394.0,715.0,190.0,WN,SAN,MCI,7,1
355910,2102.0,385.0,85.0,WN,LAS,SJC,5,1
355920,2018.0,755.0,105.0,WN,BUF,MDW,2,1
355924,1893.0,690.0,95.0,WN,SAN,SMF,6,1
355926,1679.0,1025.0,195.0,WN,BOS,STL,1,1
355928,1163.0,915.0,60.0,WN,SAT,DAL,2,1
355933,703.0,470.0,85.0,WN,BNA,JAX,3,1
355941,3504.0,685.0,55.0,WN,DAL,AUS,7,1
355942,1170.0,1055.0,165.0,WN,TUL,PHX,2,1
355945,237.0,465.0,80.0,WN,PDX,RNO,4,1
355946,59.0,1260.0,60.0,WN,DAL,HOU,3,1
355953,3408.0,875.0,65.0,WN,OAK,BUR,7,1
355956,2726.0,465.0,75.0,WN,LAX,OAK,1,1
355958,414.0,1180.0,85.0,WN,SMF,SNA,5,1
355961,1451.0,790.0,75.0,WN,LAX,PHX,1,1
355964,1813.0,1155.0,190.0,WN,ISP,TPA,6,1
355969,866.0,880.0,70.0,WN,SJC,LAX,7,1
355971,2188.0,1115.0,145.0,WN,SJC,DEN,3,1
355983,225.0,1015.0,115.0,WN,MKE,BWI,7,1
355988,366.0,420.0,120.0,WN,MCI,DEN,2,1
355990,1222.0,1155.0,60.0,WN,LAX,LAS,3,1
355996,1943.0,1120.0,135.0,WN,MSP,DEN,7,1
356001,1116.0,1215.0,80.0,WN,OAK,SNA,5,1
356006,1426.0,495.0,65.0,WN,DAL,LBB,3,1
356014,1356.0,700.0,75.0,WN,FLL,JAX,3,1
356017,473.0,485.0,105.0,WN,BNA,MCI,3,1
356023,1211.0,1255.0,70.0,WN,LAX,OAK,6,1
356025,1079.0,715.0,115.0,WN,RDU,TPA,2,1
356028,1164.0,1185.0,130.0,WN,DEN,SAT,1,1
356034,1625.0,1270.0,105.0,WN,LAS,DEN,3,1
356036,2469.0,985.0,75.0,WN,CLE,BWI,4,1
356037,2617.0,1170.0,130.0,WN,DEN,SAT,1,1
356041,946.0,420.0,150.0,WN,FLL,BWI,1,1
356045,12.0,625.0,50.0,WN,DAL,OKC,4,1
356047,3846.0,1175.0,75.0,WN,STL,TUL,2,1
356051,2108.0,1155.0,150.0,WN,TPA,HOU,1,1
356052,899.0,785.0,140.0,WN,OAK,DEN,2,1
356056,948.0,1230.0,80.0,WN,SAN,SJC,4,1
356058,2921.0,900.0,70.0,WN,RNO,BOI,5,1
356061,467.0,1110.0,70.0,WN,PHX,LAS,2,1
356064,763.0,970.0,70.0,WN,PHX,ONT,1,1
356068,1049.0,1185.0,65.0,WN,LAS,SNA,6,1
356073,44.0,1105.0,85.0,WN,DAL,MCI,7,1
356079,2812.0,920.0,95.0,WN,MDW,MCI,4,1
356092,765.0,720.0,75.0,WN,BUR,SMF,2,1
356095,218.0,1050.0,60.0,WN,SJC,BUR,4,1
356098,3101.0,690.0,250.0,WN,STL,LAX,5,1
356101,607.0,1050.0,100.0,WN,LAS,SFO,5,1
356104,1466.0,1220.0,50.0,WN,TPA,PBI,4,1
356106,1945.0,1100.0,130.0,WN,MDW,LGA,7,1
356109,2525.0,1210.0,90.0,WN,BHM,MCO,1,1
356112,559.0,695.0,60.0,WN,SAT,DAL,3,1
356117,3106.0,860.0,60.0,WN,HOU,MSY,5,1
356121,1256.0,1215.0,65.0,WN,OAK,BUR,2,1
356123,29.0,680.0,105.0,WN,STL,DAL,5,1
356128,1239.0,1185.0,75.0,WN,SJC,SAN,4,1
356133,588.0,625.0,60.0,WN,PIT,BWI,4,1
356140,2181.0,900.0,100.0,WN,RNO,PHX,3,1
356150,1282.0,940.0,90.0,WN,SAN,RNO,5,1
356158,156.0,430.0,100.0,WN,MSP,MDW,1,1
356160,3658.0,440.0,65.0,WN,BWI,RDU,3,1
356163,864.0,1300.0,145.0,WN,DEN,SAN,2,1
356166,19.0,745.0,50.0,WN,HOU,CRP,5,1
356175,1832.0,440.0,180.0,WN,BWI,MCI,3,1
356178,1752.0,1010.0,55.0,WN,DAL,AUS,3,1
356187,3507.0,410.0,75.0,WN,PHL,PVD,3,1
356190,113.0,1145.0,150.0,WN,FLL,BWI,4,1
356193,1183.0,785.0,65.0,WN,LIT,DAL,3,1
356195,211.0,650.0,95.0,WN,SAN,SMF,5,1
356196,742.0,715.0,85.0,WN,SMF,SAN,4,1
356198,752.0,640.0,75.0,WN,SNA,SJC,1,1
356206,119.0,1135.0,145.0,WN,HOU,MDW,2,1
356209,318.0,1180.0,90.0,WN,MCI,DAL,4,1
356211,597.0,1100.0,80.0,WN,DAL,MSY,3,1
356215,3915.0,580.0,85.0,WN,BNA,MDW,3,1
356221,2952.0,630.0,245.0,WN,MDW,PHX,6,1
356222,2349.0,530.0,300.0,WN,MDW,OAK,2,1
356223,1385.0,1240.0,120.0,WN,MDW,ORF,2,1
356229,759.0,875.0,135.0,WN,DEN,MDW,1,1
356235,1059.0,490.0,75.0,WN,SDF,MDW,6,1
356237,746.0,1145.0,305.0,WN,MDW,SFO,4,1
356239,1840.0,1240.0,165.0,WN,TPA,MDW,5,1
356242,126.0,1200.0,85.0,WN,BNA,CLE,7,1
356243,663.0,720.0,230.0,WN,LAX,MDW,3,1
356248,278.0,855.0,80.0,WN,LAS,RNO,6,1
356249,3050.0,875.0,85.0,WN,OAK,LAS,1,1
356250,617.0,1185.0,90.0,WN,MDW,MCI,2,1
356253,980.0,1005.0,155.0,WN,FLL,BWI,4,1
356255,944.0,1055.0,80.0,WN,LAS,SLC,3,1
356256,3771.0,1110.0,65.0,WN,PHX,ELP,3,1
356264,1717.0,600.0,205.0,WN,OAK,AUS,4,1
356267,3011.0,590.0,60.0,WN,TUL,DAL,6,1
356271,242.0,950.0,310.0,WN,PIT,LAS,2,1
356273,403.0,850.0,60.0,WN,DAL,LIT,4,1
356275,2410.0,870.0,120.0,WN,MDW,LGA,5,1
356276,1081.0,1060.0,70.0,WN,PHX,ONT,6,1
356277,2706.0,735.0,110.0,WN,MDW,BWI,1,1
356281,2431.0,1110.0,110.0,WN,BWI,IND,5,1
356284,3567.0,550.0,60.0,WN,DAL,TUL,3,1
356286,1843.0,780.0,80.0,WN,ONT,SMF,2,1
356287,2812.0,920.0,95.0,WN,MDW,MCI,3,1
356289,1920.0,900.0,195.0,WN,FLL,MDW,4,1
356292,2819.0,515.0,75.0,WN,LAX,SFO,2,1
356294,1714.0,1175.0,65.0,WN,STL,MCI,2,1
356295,2529.0,765.0,205.0,WN,PHX,MKE,1,1
356299,1911.0,645.0,120.0,WN,DEN,PHX,6,1
356308,943.0,1010.0,65.0,WN,LAX,LAS,1,1
356310,1422.0,410.0,100.0,WN,SAN,SFO,2,1
356314,55.0,1200.0,60.0,WN,DAL,HOU,7,1
356315,698.0,1050.0,180.0,WN,LAX,HOU,2,1
356318,636.0,705.0,265.0,WN,MDW,SNA,3,1
356324,576.0,1260.0,85.0,WN,MSY,DAL,4,1
356327,1589.0,890.0,255.0,WN,MCI,SEA,3,1
356330,1988.0,735.0,75.0,WN,ISP,BWI,5,1
356331,433.0,480.0,70.0,WN,MDW,DTW,4,1
356333,2716.0,705.0,265.0,WN,MDW,RNO,3,1
356338,578.0,1170.0,155.0,WN,HOU,DEN,1,1
356352,824.0,1050.0,65.0,WN,PHX,SAN,7,1
356353,2983.0,1215.0,70.0,WN,OAK,ONT,1,1
356357,1430.0,425.0,250.0,WN,OAK,MDW,6,1
356358,288.0,530.0,65.0,WN,BWI,BUF,1,1
356360,49.0,625.0,115.0,WN,SFO,PHX,2,1
356368,28.0,1095.0,75.0,WN,MDW,CLE,5,1
356373,1138.0,1145.0,85.0,WN,LAS,SJC,2,1
356374,571.0,1080.0,75.0,WN,STL,CMH,5,1
356375,348.0,1000.0,110.0,WN,BWI,SDF,5,1
356386,41.0,990.0,65.0,WN,DAL,HOU,3,1
356387,880.0,1050.0,125.0,WN,PHX,OAK,5,1
356388,1609.0,1170.0,145.0,WN,LAS,SAT,4,1
356389,178.0,1110.0,175.0,WN,PHX,STL,1,1
356393,2903.0,1235.0,65.0,WN,BWI,BUF,1,1
356394,592.0,950.0,120.0,WN,SLC,PDX,6,1
356396,1044.0,660.0,80.0,WN,LAS,RNO,1,1
356398,305.0,865.0,75.0,WN,ISP,BWI,3,1
356400,1155.0,890.0,105.0,WN,BNA,MCO,5,1
356401,2379.0,680.0,80.0,WN,ONT,SMF,4,1
356402,3104.0,1170.0,115.0,WN,HOU,STL,7,1
356403,899.0,660.0,90.0,WN,LAS,OAK,2,1
356406,966.0,365.0,120.0,WN,DEN,STL,4,1
356410,1029.0,1185.0,70.0,WN,RNO,LAS,3,1
356412,2548.0,585.0,155.0,WN,DEN,SNA,6,1
356418,174.0,785.0,140.0,WN,SMF,DEN,7,1
356425,2801.0,735.0,55.0,WN,TPA,PBI,1,1
356440,1206.0,675.0,155.0,WN,AUS,FLL,6,1
356441,1907.0,1110.0,105.0,WN,MSY,FLL,7,1
356445,3773.0,1235.0,80.0,WN,BWI,BOS,2,1
356448,763.0,1115.0,120.0,WN,OAK,GEG,3,1
356451,258.0,1140.0,105.0,WN,LAX,SLC,1,1
356455,1095.0,1185.0,140.0,WN,BWI,MCO,4,1
356461,503.0,535.0,90.0,WN,BOS,BWI,5,1
356462,822.0,1145.0,295.0,WN,MDW,OAK,1,1
356463,334.0,715.0,125.0,WN,SEA,OAK,7,1
356465,3517.0,690.0,105.0,WN,DAL,ELP,1,1
356470,3949.0,700.0,70.0,WN,BNA,CMH,3,1
356475,618.0,635.0,290.0,WN,BNA,LAX,4,1
356479,2706.0,940.0,150.0,WN,BWI,TPA,2,1
356480,677.0,1200.0,120.0,WN,PHX,AUS,3,1
356481,955.0,990.0,80.0,WN,LAX,SMF,3,1
356482,2378.0,895.0,215.0,WN,LAS,MDW,2,1
356484,741.0,1110.0,205.0,WN,BWI,OKC,3,1
356485,2963.0,645.0,70.0,WN,PHX,LAS,3,1
356487,988.0,1205.0,50.0,WN,OKC,DAL,5,1
356489,1815.0,855.0,185.0,WN,AUS,LAS,3,1
356490,324.0,910.0,185.0,WN,MDW,FLL,2,1
356499,1158.0,1125.0,75.0,WN,SNA,PHX,5,1
356500,758.0,460.0,100.0,WN,LIT,MDW,2,1
356504,1113.0,915.0,70.0,WN,PHX,ONT,5,1
356508,392.0,1140.0,60.0,WN,ABQ,MAF,3,1
356510,1408.0,1205.0,150.0,WN,PDX,PHX,4,1
356512,339.0,845.0,155.0,WN,LAS,TUL,4,1
356513,1081.0,1160.0,75.0,WN,STL,BHM,7,1
356515,536.0,550.0,130.0,WN,MDW,PVD,5,1
356523,1523.0,900.0,90.0,WN,MSP,MDW,3,1
356524,2552.0,930.0,105.0,WN,BNA,TPA,1,1
356525,1518.0,830.0,105.0,WN,BOI,DEN,6,1
356526,1183.0,785.0,65.0,WN,LIT,DAL,3,1
356529,866.0,880.0,70.0,WN,SJC,LAX,4,1
356532,1489.0,1100.0,90.0,WN,MSY,DAL,4,1
356533,2718.0,1265.0,75.0,WN,SMF,ONT,5,1
356535,618.0,1150.0,255.0,WN,BWI,DEN,5,1
356538,1240.0,1175.0,80.0,WN,MDW,PIT,2,1
356541,2461.0,480.0,285.0,WN,PHL,DEN,3,1
356549,2421.0,1075.0,140.0,WN,LGA,MDW,6,1
356551,397.0,605.0,75.0,WN,RNO,LAS,7,1
356553,2377.0,375.0,150.0,WN,PIT,MCO,4,1
356560,774.0,980.0,70.0,WN,PHL,PIT,5,1
356563,964.0,1015.0,170.0,WN,BUF,MCO,3,1
356572,2482.0,1010.0,130.0,WN,IAD,MDW,6,1
356574,2348.0,1210.0,80.0,WN,SMF,LAX,5,1
356582,1923.0,640.0,80.0,WN,SJC,LAS,1,1
356585,1134.0,705.0,265.0,WN,MDW,ONT,2,1
356586,2807.0,725.0,85.0,WN,LAS,ABQ,7,1
356598,1003.0,1035.0,135.0,WN,HOU,ABQ,3,1
356603,882.0,1105.0,170.0,WN,SEA,PHX,4,1
356607,1992.0,635.0,80.0,WN,PHX,SNA,7,1
356610,2277.0,730.0,65.0,WN,MDW,SDF,4,1
356611,3306.0,980.0,70.0,WN,PHX,SAN,4,1
356613,775.0,575.0,85.0,WN,OAK,LAS,4,1
356614,754.0,980.0,65.0,WN,DAL,LBB,7,1
356615,5.0,480.0,60.0,WN,DAL,HOU,2,1
356619,123.0,675.0,155.0,WN,PDX,ABQ,6,1
356624,3582.0,625.0,155.0,WN,PDX,ABQ,7,1
356625,2198.0,810.0,105.0,WN,HOU,BNA,5,1
356631,760.0,530.0,300.0,WN,MDW,SFO,1,1
356643,1676.0,1170.0,110.0,WN,BHM,BWI,6,1
356648,667.0,790.0,110.0,WN,JAX,BWI,3,1
356653,781.0,495.0,75.0,WN,SMF,ONT,4,1
356663,852.0,750.0,170.0,WN,SEA,PHX,4,1
356665,3074.0,370.0,200.0,WN,PHX,MDW,3,1
356666,3158.0,785.0,110.0,WN,JAX,BWI,6,1
356671,1757.0,950.0,65.0,WN,SNA,LAS,1,1
356675,2812.0,1150.0,75.0,WN,ABQ,PHX,3,1
356679,162.0,505.0,65.0,WN,LAS,SAN,1,1
356686,2986.0,1155.0,60.0,WN,HRL,HOU,3,1
356687,919.0,960.0,75.0,WN,BDL,BWI,1,1
356693,775.0,1135.0,90.0,WN,LAS,OAK,5,1
356695,541.0,935.0,165.0,WN,LAS,SEA,5,1
356700,225.0,960.0,125.0,WN,SEA,OAK,7,1
356703,770.0,910.0,70.0,WN,PHX,SAN,3,1
356704,814.0,1070.0,120.0,WN,DEN,LAS,1,1
356706,1164.0,1185.0,130.0,WN,DEN,SAT,3,1
356707,996.0,1005.0,60.0,WN,HOU,HRL,3,1
356709,2010.0,930.0,80.0,WN,MCI,MDW,1,1
356713,2705.0,1095.0,85.0,WN,PVD,BWI,5,1
356714,973.0,1060.0,75.0,WN,BWI,LGA,1,1
356721,1810.0,1025.0,75.0,WN,SJC,SNA,6,1
356722,1163.0,400.0,155.0,WN,SAT,MDW,1,1
356742,281.0,685.0,80.0,WN,PIT,PHL,2,1
356746,1081.0,1060.0,70.0,WN,PHX,ONT,6,1
356752,1848.0,1150.0,85.0,WN,BNA,RDU,2,1
356753,794.0,690.0,365.0,WN,BOS,PHX,3,1
356763,2964.0,1050.0,65.0,WN,OAK,BUR,1,1
356770,1042.0,900.0,75.0,WN,OAK,LAX,2,1
356775,1372.0,1095.0,65.0,WN,LAS,BUR,4,1
356777,3599.0,765.0,230.0,WN,STL,LAS,3,1
356793,1062.0,1060.0,90.0,WN,SDF,BWI,7,1
356796,3668.0,810.0,70.0,WN,PHX,ONT,5,1
356800,2362.0,455.0,90.0,WN,SNA,SMF,5,1
356806,350.0,1035.0,215.0,WN,MHT,TPA,1,1
356810,294.0,695.0,80.0,WN,OMA,MDW,1,1
356816,676.0,1060.0,90.0,WN,LAS,SMF,6,1
356818,398.0,685.0,65.0,WN,BWI,BDL,6,1
356819,1712.0,570.0,150.0,WN,DEN,GEG,6,1
356821,1547.0,810.0,290.0,WN,PHX,PVD,6,1
356824,2963.0,645.0,70.0,WN,PHX,LAS,2,1
356826,550.0,385.0,125.0,WN,PHX,SJC,2,1
356827,547.0,735.0,80.0,WN,PVD,BWI,4,1
356833,928.0,480.0,280.0,WN,CMH,LAS,3,1
356838,1385.0,865.0,220.0,WN,LAS,MDW,5,1
